Year,LocationAbbr,Class,Topic,Question,DataSource,Response,Data_Value_Type,Data_Value,Data_Value_Std_Err,Low_Confidence_Limit,High_Confidence_Limit,Sample_Size,Break_Out,Break_Out_Category,Geolocation,ClassId,TopicId,QuestionId,LocationId,BreakOutId,BreakOutCategoryid,ResponseId
2007,WI,Maternal Behavior/Health,Alcohol Use,Indicator of drinking any alcohol during the past two years,PRAMS,YES,Percentage,82.6,,78.7,86,298,0,Number of Previous Live Births,"(44.393191174, -89.816370742)",CLA9,TOP2,QUO100,55,PRV0,BOC20,RES40
2007,AR,Maternal Behavior/Health,Alcohol Use,Indicator of whether mother reported having any alcoholic drinks during the last 3 months of pregnancy,PRAMS,YES,Percentage,3,,1.7,5,34,Age 18 - 24,Maternal Age - 18 to 44 years in groupings,"(34.748650124, -92.274490743)",CLA9,TOP2,QUO9,5,AGE2,BOC17,RES40
2007,WV,Maternal Behavior/Health,Alcohol Use,Indicator of whether mother reported having any alcoholic drinks during the last 3 months of pregnancy,PRAMS,YES,Percentage,,,,,,Other non-Hispanic,Maternal Race/Ethnicity,"(38.665510202, -80.712640135)",CLA9,TOP2,QUO9,54,ETH3,BOC6,RES40
2007,AR,Maternal Behavior/Health,Alcohol Use,Indicator of whether mother reported having any alcoholic drinks during the last 3 months of pregnancy,PRAMS,YES,Percentage,4,,2.8,5.6,53,ADEQUATE PNC,Adequacy of Prenatal care,"(34.748650124, -92.274490743)",CLA9,TOP2,QUO9,5,PNC1,BOC18,RES40
2007,OR,Maternal Behavior/Health,Alcohol Use,Change in drinking between three months before pregnancy and last three months of pregnancy,PRAMS,#DRKS REDUCED,Percentage,2.1,,0.9,4.6,15,WIC,On WIC during Pregnancy,"(44.567449424, -120.155031326)",CLA9,TOP2,QUO99,41,WIC2,BOC10,RES3
2007,OH,Maternal Behavior/Health,Alcohol Use,Change in drinking between three months before pregnancy and last three months of pregnancy,PRAMS,NONDRINKER,Percentage,45.8,,40.4,51.3,336,OTHER,Marital Status,"(40.060210141, -82.404260056)",CLA9,TOP2,QUO99,39,MA2,BOC3,RES25
2007,WV,Maternal Behavior/Health,Alcohol Use,Change in drinking between three months before pregnancy and last three months of pregnancy,PRAMS,#DRKS SAME OR MORE,Percentage,3.1,,1.8,5.2,18,MARRIED,Marital Status,"(38.665510202, -80.712640135)",CLA9,TOP2,QUO99,54,MA1,BOC3,RES4
2007,NE,Maternal Behavior/Health,Alcohol Use,Indicator of whether mother reported having any alcoholic drinks during the last 3 months of pregnancy,PRAMS,YES,Percentage,8.8,,5.1,14.9,17,Smoker,Smoked last 3 months of Pregnancy,"(41.641040988001, -99.365720623)",CLA9,TOP2,QUO9,31,SMK2,BOC13,RES40
2007,HI,Maternal Behavior/Health,Alcohol Use,Change in drinking between three months before pregnancy and last three months of pregnancy,PRAMS,NONDRNKR RESUMED,Percentage,0.1,,0,0.5,1,"$10,000 to $24,999",Income (years 2004 and beyond),"(21.304850435, -157.857749403)",CLA9,TOP2,QUO99,15,INC36,BOC14,RES26
2007,ME,Maternal Behavior/Health,Alcohol Use,Change in drinking between three months before pregnancy and last three months of pregnancy,PRAMS,#DRKS REDUCED,Percentage,8,,5.5,11.3,32,30+ yrs,Maternal Age (3 Levels),"(45.254228894001, -68.985031336)",CLA9,TOP2,QUO99,23,AYR3,BOC19,RES3
2007,MO,Maternal Behavior/Health,Alcohol Use,Change in drinking between three months before pregnancy and last three months of pregnancy,PRAMS,#DRKS REDUCED,Percentage,2.4,,1.3,4.3,14,20-29 yrs,Maternal Age (3 Levels),"(38.635790776, -92.566300053)",CLA9,TOP2,QUO99,29,AYR2,BOC19,RES3
2007,OH,Maternal Behavior/Health,Alcohol Use,Indicator of whether mother reported having any alcoholic drinks during the last 3 months of pregnancy,PRAMS,,Percentage,76,,,,,,Mother Hispanic,"(40.060210141, -82.404260056)",CLA9,TOP2,QUO9,39,BOC8,BOC8,
2007,HI,Maternal Behavior/Health,Alcohol Use,Change in drinking between three months before pregnancy and last three months of pregnancy,PRAMS,NONDRINKER,Percentage,67.1,,58.5,74.7,84,< 12 yrs,Maternal Education,"(21.304850435, -157.857749403)",CLA9,TOP2,QUO99,15,12YR1,BOC5,RES25
2007,WI,Maternal Behavior/Health,Alcohol Use,Indicator of drinking any alcohol during the past two years,PRAMS,NO,Percentage,43.6,,33,54.8,56,<20 yrs,Maternal Age (4 Levels),"(44.393191174, -89.816370742)",CLA9,TOP2,QUO100,55,AYR1,BOC4,RES23
2007,NE,Maternal Behavior/Health,Alcohol Use,(*PCH) Indicator of drinking alcohol during the three months before pregnancy,PRAMS,NO,Percentage,43.2,,38.1,48.4,285,Age 18 - 24,Maternal Age - 18 to 44 years in groupings,"(41.641040988001, -99.365720623)",CLA9,TOP2,QUO8,31,AGE2,BOC17,RES23
2007,OR,Maternal Behavior/Health,Alcohol Use,(*PCH) Indicator of drinking alcohol during the three months before pregnancy,PRAMS,NO,Percentage,38.6,,33.7,43.6,401,Non-WIC,On WIC during Pregnancy,"(44.567449424, -120.155031326)",CLA9,TOP2,QUO8,41,WIC1,BOC10,RES23
2007,ME,Maternal Behavior/Health,Alcohol Use,Indicator of whether mother reported having any alcoholic drinks during the last 3 months of pregnancy,PRAMS,YES,Percentage,6.6,,5,8.6,57,ADEQUATE PNC,Adequacy of Prenatal care,"(45.254228894001, -68.985031336)",CLA9,TOP2,QUO9,23,PNC1,BOC18,RES40
2007,MO,Maternal Behavior/Health,Alcohol Use,Indicator of whether mother reported having any alcoholic drinks during the last 3 months of pregnancy,PRAMS,NO,Percentage,97.6,,90.7,99.4,40,Hispanic,Mother Hispanic,"(38.635790776, -92.566300053)",CLA9,TOP2,QUO9,29,HIS1,BOC8,RES23
2007,NE,Maternal Behavior/Health,Alcohol Use,Change in drinking between three months before pregnancy and last three months of pregnancy,PRAMS,NONDRNKR RESUMED,Percentage,2.2,,0.3,13.5,1,<20 yrs,Maternal Age (4 Levels),"(41.641040988001, -99.365720623)",CLA9,TOP2,QUO99,31,AYR1,BOC4,RES26
2007,WV,Maternal Behavior/Health,Alcohol Use,Indicator of whether mother reported having any alcoholic drinks during the last 3 months of pregnancy,PRAMS,YES,Percentage,4,,2.4,6.7,27,0,Number of Previous Live Births,"(38.665510202, -80.712640135)",CLA9,TOP2,QUO9,54,PRV0,BOC20,RES40
2007,NY,Maternal Behavior/Health,Alcohol Use,Change in drinking between three months before pregnancy and last three months of pregnancy,PRAMS,,Percentage,55,,,,,,Maternal Age - 18 to 44 years only,"(42.827001032, -75.543970427)",CLA9,TOP2,QUO99,36,BOC16,BOC16,
2007,MO,Maternal Behavior/Health,Alcohol Use,Change in drinking between three months before pregnancy and last three months of pregnancy,PRAMS,#DRKS REDUCED,Percentage,1.2,,0.4,3.8,4,INTERMEDIATE PNC,Adequacy of Prenatal care,"(38.635790776, -92.566300053)",CLA9,TOP2,QUO99,29,PNC3,BOC18,RES3
2007,MO,Maternal Behavior/Health,Alcohol Use,Change in drinking between three months before pregnancy and last three months of pregnancy,PRAMS,#DRKS SAME OR MORE,Percentage,0.9,,0.4,2.2,6,Non-WIC,On WIC during Pregnancy,"(38.635790776, -92.566300053)",CLA9,TOP2,QUO99,29,WIC1,BOC10,RES4
2007,NY,Maternal Behavior/Health,Alcohol Use,Indicator of whether mother reported having any alcoholic drinks during the last 3 months of pregnancy,PRAMS,NO,Percentage,94,,82.7,98.1,121,UNKNOWN PNC,Adequacy of Prenatal care,"(42.827001032, -75.543970427)",CLA9,TOP2,QUO9,36,PNC4,BOC18,RES23
2007,OR,Maternal Behavior/Health,Alcohol Use,Change in drinking between three months before pregnancy and last three months of pregnancy,PRAMS,NONDRNKR RESUMED,Percentage,0.1,,0,0.4,4,Non-Smoker,Smoked 3 months before Pregnancy,"(44.567449424, -120.155031326)",CLA9,TOP2,QUO99,41,SMK1,BOC12,RES26
2007,AR,Maternal Behavior/Health,Alcohol Use,Change in drinking between three months before pregnancy and last three months of pregnancy,PRAMS,#DRKS REDUCED,Percentage,2.4,,1.3,4.5,21,Smoker,Smoked 3 months before Pregnancy,"(34.748650124, -92.274490743)",CLA9,TOP2,QUO99,5,SMK2,BOC12,RES3
2007,WI,Maternal Behavior/Health,Alcohol Use,(*PCH) Indicator of drinking alcohol during the three months before pregnancy,PRAMS,NO,Percentage,27.8,,25,30.8,372,Age 18 - 44,Maternal Age - 18 to 44 years only,"(44.393191174, -89.816370742)",CLA9,TOP2,QUO8,55,AGE1844ALL,BOC16,RES23
2007,WI,Maternal Behavior/Health,Alcohol Use,Change in drinking between three months before pregnancy and last three months of pregnancy,PRAMS,#DRKS SAME OR MORE,Percentage,5.1,,1.4,16.9,4,LBW (<=2500g),Birth Weight,"(44.393191174, -89.816370742)",CLA9,TOP2,QUO99,55,BWT1,BOC1,RES4
2007,MO,Maternal Behavior/Health,Alcohol Use,Change in drinking between three months before pregnancy and last three months of pregnancy,PRAMS,#DRKS SAME OR MORE,Percentage,0.8,,0.3,2.1,5,Non-Medicaid,Medicaid Recipient,"(38.635790776, -92.566300053)",CLA9,TOP2,QUO99,29,MED2,BOC9,RES4
2007,HI,Maternal Behavior/Health,Alcohol Use,(*PCH) Indicator of drinking alcohol during the three months before pregnancy,PRAMS,YES,Percentage,38.8,,35,42.9,220,Medicaid,Medicaid Recipient,"(21.304850435, -157.857749403)",CLA9,TOP2,QUO8,15,MED1,BOC9,RES40
2007,OH,Maternal Behavior/Health,Alcohol Use,Change in drinking between three months before pregnancy and last three months of pregnancy,PRAMS,DRINKER WHO QUIT,Percentage,52.5,,45.4,59.5,185,20-24 yrs,Maternal Age (4 Levels),"(40.060210141, -82.404260056)",CLA9,TOP2,QUO99,39,AYR4,BOC4,RES17
2007,ME,Maternal Behavior/Health,Alcohol Use,Change in drinking between three months before pregnancy and last three months of pregnancy,PRAMS,#DRKS SAME OR MORE,Percentage,1.4,,0.6,3.1,8,20-29 yrs,Maternal Age (3 Levels),"(45.254228894001, -68.985031336)",CLA9,TOP2,QUO99,23,AYR2,BOC19,RES4
2007,WI,Maternal Behavior/Health,Alcohol Use,Indicator of whether mother reported having any alcoholic drinks during the last 3 months of pregnancy,PRAMS,YES,Percentage,7.4,,5.3,10.3,39,Non-WIC,On WIC during Pregnancy,"(44.393191174, -89.816370742)",CLA9,TOP2,QUO9,55,WIC1,BOC10,RES40
2007,ME,Maternal Behavior/Health,Alcohol Use,Change in drinking between three months before pregnancy and last three months of pregnancy,PRAMS,DRINKER WHO QUIT,Percentage,57.5,,51.8,63,243,OTHER,Marital Status,"(45.254228894001, -68.985031336)",CLA9,TOP2,QUO99,23,MA2,BOC3,RES17
2007,NE,Maternal Behavior/Health,Alcohol Use,Indicator of drinking any alcohol during the past two years,PRAMS,YES,Percentage,54.8,,48.7,60.7,130,"Black, non-Hispanic",Maternal Race/Ethnicity,"(41.641040988001, -99.365720623)",CLA9,TOP2,QUO100,31,ETH1,BOC6,RES40
2007,MO,Maternal Behavior/Health,Alcohol Use,(*PCH) Indicator of drinking alcohol during the three months before pregnancy,PRAMS,NO,Percentage,26.2,,21.6,31.5,137,Smoker,Smoked 3 months before Pregnancy,"(38.635790776, -92.566300053)",CLA9,TOP2,QUO8,29,SMK2,BOC12,RES23
2007,MO,Maternal Behavior/Health,Alcohol Use,Indicator of whether mother reported having any alcoholic drinks during the last 3 months of pregnancy,PRAMS,YES,Percentage,4,,2.4,6.4,26,Medicaid,Medicaid Recipient,"(38.635790776, -92.566300053)",CLA9,TOP2,QUO9,29,MED1,BOC9,RES40
2007,WI,Maternal Behavior/Health,Alcohol Use,Indicator of drinking any alcohol during the past two years,PRAMS,YES,Percentage,84.2,,80.9,87,435,Non-Medicaid,Medicaid Recipient,"(44.393191174, -89.816370742)",CLA9,TOP2,QUO100,55,MED2,BOC9,RES40
2007,MO,Maternal Behavior/Health,Alcohol Use,Change in drinking between three months before pregnancy and last three months of pregnancy,PRAMS,DRINKER WHO QUIT,Percentage,53.8,,50.3,57.3,563,NBW (>2500g),Birth Weight,"(38.635790776, -92.566300053)",CLA9,TOP2,QUO99,29,BWT2,BOC1,RES17
2007,WV,Maternal Behavior/Health,Alcohol Use,Change in drinking between three months before pregnancy and last three months of pregnancy,PRAMS,NONDRINKER,Percentage,68.3,,64.7,71.8,410,<20 yrs,Maternal Age (3 Levels),"(38.665510202, -80.712640135)",CLA9,TOP2,QUO99,54,AYR1,BOC19,RES25
2007,HI,Maternal Behavior/Health,Alcohol Use,Change in drinking between three months before pregnancy and last three months of pregnancy,PRAMS,DRINKER WHO QUIT,Percentage,44.1,,41.3,46.9,511,ADEQUATE PNC,Adequacy of Prenatal care,"(21.304850435, -157.857749403)",CLA9,TOP2,QUO99,15,PNC1,BOC18,RES17
2007,MO,Maternal Behavior/Health,Alcohol Use,Indicator of drinking any alcohol during the past two years,PRAMS,NO,Percentage,29.4,,25.7,33.4,236,Intended,Pregnancy Intendedness,"(38.635790776, -92.566300053)",CLA9,TOP2,QUO100,29,IND1,BOC11,RES23
2007,OH,Maternal Behavior/Health,Alcohol Use,Change in drinking between three months before pregnancy and last three months of pregnancy,PRAMS,DRINKER WHO QUIT,Percentage,26.4,,12.5,47.3,13,Other non-Hispanic,Maternal Race/Ethnicity,"(40.060210141, -82.404260056)",CLA9,TOP2,QUO99,39,ETH3,BOC6,RES17
2007,MO,Maternal Behavior/Health,Alcohol Use,Indicator of drinking any alcohol during the past two years,PRAMS,YES,Percentage,66.3,,59.3,72.7,192,"Less than $10,000",Income (years 2004 and beyond),"(38.635790776, -92.566300053)",CLA9,TOP2,QUO100,29,INC39,BOC14,RES40
2007,NY,Maternal Behavior/Health,Alcohol Use,Indicator of whether mother reported having any alcoholic drinks during the last 3 months of pregnancy,PRAMS,NO,Percentage,90.3,,86.7,93,485,30+ yrs,Maternal Age (3 Levels),"(42.827001032, -75.543970427)",CLA9,TOP2,QUO9,36,AYR3,BOC19,RES23
2007,ME,Maternal Behavior/Health,Alcohol Use,Change in drinking between three months before pregnancy and last three months of pregnancy,PRAMS,#DRKS REDUCED,Percentage,,,,,,UNKNOWN PNC,Adequacy of Prenatal care,"(45.254228894001, -68.985031336)",CLA9,TOP2,QUO99,23,PNC4,BOC18,RES3
2007,WI,Maternal Behavior/Health,Alcohol Use,Indicator of whether mother reported having any alcoholic drinks during the last 3 months of pregnancy,PRAMS,NO,Percentage,93.3,,90.4,95.4,495,25-34 yrs,Maternal Age (4 Levels),"(44.393191174, -89.816370742)",CLA9,TOP2,QUO9,55,AYR5,BOC4,RES23
2007,HI,Maternal Behavior/Health,Alcohol Use,Change in drinking between three months before pregnancy and last three months of pregnancy,PRAMS,NONDRINKER,Percentage,52.7,,50.2,55.2,772,Non-Hispanic,Mother Hispanic,"(21.304850435, -157.857749403)",CLA9,TOP2,QUO99,15,HIS2,BOC8,RES25
2007,AR,Maternal Behavior/Health,Alcohol Use,Change in drinking between three months before pregnancy and last three months of pregnancy,PRAMS,DRINKER WHO QUIT,Percentage,10.7,,5.5,19.9,16,Hispanic,Maternal Race/Ethnicity,"(34.748650124, -92.274490743)",CLA9,TOP2,QUO99,5,ETH2,BOC6,RES17
2007,AR,Maternal Behavior/Health,Alcohol Use,Indicator of whether mother reported having any alcoholic drinks during the last 3 months of pregnancy,PRAMS,NO,Percentage,95.6,,93.9,96.9,1121,Non-Smoker,Smoked 3 months before Pregnancy,"(34.748650124, -92.274490743)",CLA9,TOP2,QUO9,5,SMK1,BOC12,RES23
2007,AR,Maternal Behavior/Health,Alcohol Use,Indicator of whether mother reported having any alcoholic drinks during the last 3 months of pregnancy,PRAMS,NO,Percentage,96.2,,93,97.9,372,INTERMEDIATE PNC,Adequacy of Prenatal care,"(34.748650124, -92.274490743)",CLA9,TOP2,QUO9,5,PNC3,BOC18,RES23
2007,NE,Maternal Behavior/Health,Alcohol Use,(*PCH) Indicator of drinking alcohol during the three months before pregnancy,PRAMS,NO,Percentage,52.9,,48.1,57.7,425,WIC,On WIC during Pregnancy,"(41.641040988001, -99.365720623)",CLA9,TOP2,QUO8,31,WIC2,BOC10,RES23
2007,HI,Maternal Behavior/Health,Alcohol Use,Indicator of whether mother reported having any alcoholic drinks during the last 3 months of pregnancy,PRAMS,NO,Percentage,93.5,,92,94.8,1063,MARRIED,Marital Status,"(21.304850435, -157.857749403)",CLA9,TOP2,QUO9,15,MA1,BOC3,RES23
2007,MO,Maternal Behavior/Health,Alcohol Use,Change in drinking between three months before pregnancy and last three months of pregnancy,PRAMS,,Percentage,23,,,,,,Maternal Age - 18 to 44 years in groupings,"(38.635790776, -92.566300053)",CLA9,TOP2,QUO99,29,BOC17,BOC17,
2007,OH,Maternal Behavior/Health,Alcohol Use,Change in drinking between three months before pregnancy and last three months of pregnancy,PRAMS,#DRKS SAME OR MORE,Percentage,3.5,,1.5,8,11,Smoker,Smoked last 3 months of Pregnancy,"(40.060210141, -82.404260056)",CLA9,TOP2,QUO99,39,SMK2,BOC13,RES4
2007,NE,Maternal Behavior/Health,Alcohol Use,(*PCH) Indicator of drinking alcohol during the three months before pregnancy,PRAMS,NO,Percentage,44.5,,37.9,51.2,180,"$10,000 to $24,999",Income (years 2004 and beyond),"(41.641040988001, -99.365720623)",CLA9,TOP2,QUO8,31,INC36,BOC14,RES23
2007,OR,Maternal Behavior/Health,Alcohol Use,Indicator of whether mother reported having any alcoholic drinks during the last 3 months of pregnancy,PRAMS,YES,Percentage,9.1,,7,11.7,113,Non-Smoker,Smoked last 3 months of Pregnancy,"(44.567449424, -120.155031326)",CLA9,TOP2,QUO9,41,SMK1,BOC13,RES40
2007,OR,Maternal Behavior/Health,Alcohol Use,Change in drinking between three months before pregnancy and last three months of pregnancy,PRAMS,DRINKER WHO QUIT,Percentage,47.8,,42.6,53,383,Non-WIC,On WIC during Pregnancy,"(44.567449424, -120.155031326)",CLA9,TOP2,QUO99,41,WIC1,BOC10,RES17
2007,OR,Maternal Behavior/Health,Alcohol Use,Change in drinking between three months before pregnancy and last three months of pregnancy,PRAMS,DRINKER WHO QUIT,Percentage,42.1,,36.8,47.5,166,LBW (<=2500g),Birth Weight,"(44.567449424, -120.155031326)",CLA9,TOP2,QUO99,41,BWT1,BOC1,RES17
2007,MO,Maternal Behavior/Health,Alcohol Use,Indicator of whether mother reported having any alcoholic drinks during the last 3 months of pregnancy,PRAMS,YES,Percentage,4.6,,3.3,6.3,53,Non-Hispanic,Mother Hispanic,"(38.635790776, -92.566300053)",CLA9,TOP2,QUO9,29,HIS2,BOC8,RES40
2007,HI,Maternal Behavior/Health,Alcohol Use,Change in drinking between three months before pregnancy and last three months of pregnancy,PRAMS,DRINKER WHO QUIT,Percentage,44.2,,38.2,50.3,106,Hispanic,Mother Hispanic,"(21.304850435, -157.857749403)",CLA9,TOP2,QUO99,15,HIS1,BOC8,RES17
2007,WI,Maternal Behavior/Health,Alcohol Use,Indicator of drinking any alcohol during the past two years,PRAMS,YES,Percentage,72.3,,67.6,76.7,255,OTHER,Marital Status,"(44.393191174, -89.816370742)",CLA9,TOP2,QUO100,55,MA2,BOC3,RES40
2007,AR,Maternal Behavior/Health,Alcohol Use,Indicator of whether mother reported having any alcoholic drinks during the last 3 months of pregnancy,PRAMS,,Percentage,36,,,,,,Maternal Age - 18 to 44 years in groupings,"(34.748650124, -92.274490743)",CLA9,TOP2,QUO9,5,BOC17,BOC17,
2007,WI,Maternal Behavior/Health,Alcohol Use,Change in drinking between three months before pregnancy and last three months of pregnancy,PRAMS,NONDRNKR RESUMED,Percentage,,,,,,UNKNOWN PNC,Adequacy of Prenatal care,"(44.393191174, -89.816370742)",CLA9,TOP2,QUO99,55,PNC4,BOC18,RES26
2007,HI,Maternal Behavior/Health,Alcohol Use,Change in drinking between three months before pregnancy and last three months of pregnancy,PRAMS,DRINKER WHO QUIT,Percentage,39.9,,36.8,43.1,355,Intended,Pregnancy Intendedness,"(21.304850435, -157.857749403)",CLA9,TOP2,QUO99,15,IND1,BOC11,RES17
2007,MO,Maternal Behavior/Health,Alcohol Use,Indicator of drinking any alcohol during the past two years,PRAMS,,Percentage,35,,,,,,Pregnancy Intendedness,"(38.635790776, -92.566300053)",CLA9,TOP2,QUO100,29,BOC11,BOC11,
2007,AR,Maternal Behavior/Health,Alcohol Use,Change in drinking between three months before pregnancy and last three months of pregnancy,PRAMS,#DRKS SAME OR MORE,Percentage,3.3,,2,5.4,23,>12 yrs,Maternal Education,"(34.748650124, -92.274490743)",CLA9,TOP2,QUO99,5,12YR2,BOC5,RES4
2007,MO,Maternal Behavior/Health,Alcohol Use,Change in drinking between three months before pregnancy and last three months of pregnancy,PRAMS,#DRKS REDUCED,Percentage,1.8,,0.7,4.6,6,20-24 yrs,Maternal Age (4 Levels),"(38.635790776, -92.566300053)",CLA9,TOP2,QUO99,29,AYR4,BOC4,RES3
2007,NY,Maternal Behavior/Health,Alcohol Use,Indicator of drinking any alcohol during the past two years,PRAMS,YES,Percentage,84.3,,79.8,87.9,388,"$50,000 or more",Income (years 2004 and beyond),"(42.827001032, -75.543970427)",CLA9,TOP2,QUO100,36,INC38,BOC14,RES40
2007,AR,Maternal Behavior/Health,Alcohol Use,Indicator of whether mother reported having any alcoholic drinks during the last 3 months of pregnancy,PRAMS,NO,Percentage,95.8,,94,97.1,1049,20-29 yrs,Maternal Age (3 Levels),"(34.748650124, -92.274490743)",CLA9,TOP2,QUO9,5,AYR2,BOC19,RES23
2007,NE,Maternal Behavior/Health,Alcohol Use,Change in drinking between three months before pregnancy and last three months of pregnancy,PRAMS,NONDRINKER,Percentage,64.6,,44,80.9,33,Age < 18,Maternal Age - 18 to 44 years in groupings,"(41.641040988001, -99.365720623)",CLA9,TOP2,QUO99,31,AGE1,BOC17,RES25
2007,WV,Maternal Behavior/Health,Alcohol Use,Indicator of whether mother reported having any alcoholic drinks during the last 3 months of pregnancy,PRAMS,YES,Percentage,3.7,,2.6,5.3,49,None,None,"(38.665510202, -80.712640135)",CLA9,TOP2,QUO9,54,BOC99,BOC99,RES40
2007,OR,Maternal Behavior/Health,Alcohol Use,Indicator of whether mother reported having any alcoholic drinks during the last 3 months of pregnancy,PRAMS,NO,Percentage,100,,,,60,Age < 18,Maternal Age - 18 to 44 years in groupings,"(44.567449424, -120.155031326)",CLA9,TOP2,QUO9,41,AGE1,BOC17,RES23
2007,NE,Maternal Behavior/Health,Alcohol Use,Change in drinking between three months before pregnancy and last three months of pregnancy,PRAMS,#DRKS SAME OR MORE,Percentage,2.5,,1.6,3.9,26,MARRIED,Marital Status,"(41.641040988001, -99.365720623)",CLA9,TOP2,QUO99,31,MA1,BOC3,RES4
2007,WI,Maternal Behavior/Health,Alcohol Use,Indicator of whether mother reported having any alcoholic drinks during the last 3 months of pregnancy,PRAMS,YES,Percentage,6.6,,4.6,9.3,38,1 or more,Number of Previous Live Births,"(44.393191174, -89.816370742)",CLA9,TOP2,QUO9,55,PRV1,BOC20,RES40
2007,NY,Maternal Behavior/Health,Alcohol Use,(*PCH) Indicator of drinking alcohol during the three months before pregnancy,PRAMS,NO,Percentage,39.9,,33.9,46.2,172,0,Number of Previous Live Births,"(42.827001032, -75.543970427)",CLA9,TOP2,QUO8,36,PRV0,BOC20,RES23
2007,ME,Maternal Behavior/Health,Alcohol Use,Change in drinking between three months before pregnancy and last three months of pregnancy,PRAMS,DRINKER WHO QUIT,Percentage,59,,55.5,62.5,434,NBW (>2500g),Birth Weight,"(45.254228894001, -68.985031336)",CLA9,TOP2,QUO99,23,BWT2,BOC1,RES17
2007,NE,Maternal Behavior/Health,Alcohol Use,Change in drinking between three months before pregnancy and last three months of pregnancy,PRAMS,#DRKS REDUCED,Percentage,2.5,,1.2,5.2,11,OTHER,Marital Status,"(41.641040988001, -99.365720623)",CLA9,TOP2,QUO99,31,MA2,BOC3,RES3
2007,OH,Maternal Behavior/Health,Alcohol Use,Indicator of drinking any alcohol during the past two years,PRAMS,NO,Percentage,31.9,,28.6,35.3,444,Age 18 - 44,Maternal Age - 18 to 44 years only,"(40.060210141, -82.404260056)",CLA9,TOP2,QUO100,39,AGE1844ALL,BOC16,RES23
2007,HI,Maternal Behavior/Health,Alcohol Use,Indicator of drinking any alcohol during the past two years,PRAMS,,Percentage,22,,,,,,Adequacy of Prenatal care,"(21.304850435, -157.857749403)",CLA9,TOP2,QUO100,15,BOC18,BOC18,
2007,AR,Maternal Behavior/Health,Alcohol Use,Change in drinking between three months before pregnancy and last three months of pregnancy,PRAMS,,Percentage,40,,,,,,Birth Weight,"(34.748650124, -92.274490743)",CLA9,TOP2,QUO99,5,BOC1,BOC1,
2007,NY,Maternal Behavior/Health,Alcohol Use,Indicator of whether mother reported having any alcoholic drinks during the last 3 months of pregnancy,PRAMS,YES,Percentage,11.6,,6.5,19.7,17,Smoker,Smoked last 3 months of Pregnancy,"(42.827001032, -75.543970427)",CLA9,TOP2,QUO9,36,SMK2,BOC13,RES40
2007,NY,Maternal Behavior/Health,Alcohol Use,Indicator of whether mother reported having any alcoholic drinks during the last 3 months of pregnancy,PRAMS,NO,Percentage,91.5,,88.5,93.7,630,Non-WIC,On WIC during Pregnancy,"(42.827001032, -75.543970427)",CLA9,TOP2,QUO9,36,WIC1,BOC10,RES23
2007,WI,Maternal Behavior/Health,Alcohol Use,Indicator of drinking any alcohol during the past two years,PRAMS,YES,Percentage,,,,,,UNKNOWN PNC,Adequacy of Prenatal care,"(44.393191174, -89.816370742)",CLA9,TOP2,QUO100,55,PNC4,BOC18,RES40
2007,AR,Maternal Behavior/Health,Alcohol Use,Indicator of whether mother reported having any alcoholic drinks during the last 3 months of pregnancy,PRAMS,YES,Percentage,3.2,,1.8,5.5,26,"$10,000 to $24,999",Income (years 2004 and beyond),"(34.748650124, -92.274490743)",CLA9,TOP2,QUO9,5,INC36,BOC14,RES40
2007,NE,Maternal Behavior/Health,Alcohol Use,Indicator of whether mother reported having any alcoholic drinks during the last 3 months of pregnancy,PRAMS,NO,Percentage,93.4,,91.4,95,1177,Non-Hispanic,Mother Hispanic,"(41.641040988001, -99.365720623)",CLA9,TOP2,QUO9,31,HIS2,BOC8,RES23
2007,WV,Maternal Behavior/Health,Alcohol Use,Indicator of drinking any alcohol during the past two years,PRAMS,YES,Percentage,47.9,,44.1,51.7,269,<20 yrs,Maternal Age (4 Levels),"(38.665510202, -80.712640135)",CLA9,TOP2,QUO100,54,AYR1,BOC4,RES40
2007,MO,Maternal Behavior/Health,Alcohol Use,(*PCH) Indicator of drinking alcohol during the three months before pregnancy,PRAMS,NO,Percentage,49.6,,45.7,53.6,459,Non-Smoker,Smoked 3 months before Pregnancy,"(38.635790776, -92.566300053)",CLA9,TOP2,QUO8,29,SMK1,BOC12,RES23
2007,WV,Maternal Behavior/Health,Alcohol Use,Indicator of whether mother reported having any alcoholic drinks during the last 3 months of pregnancy,PRAMS,,Percentage,57,,,,,,On WIC during Pregnancy,"(38.665510202, -80.712640135)",CLA9,TOP2,QUO9,54,BOC10,BOC10,
2007,NE,Maternal Behavior/Health,Alcohol Use,Indicator of drinking any alcohol during the past two years,PRAMS,YES,Percentage,68.1,,57,77.4,47,UNKNOWN PNC,Adequacy of Prenatal care,"(41.641040988001, -99.365720623)",CLA9,TOP2,QUO100,31,PNC4,BOC18,RES40
2007,NE,Maternal Behavior/Health,Alcohol Use,Indicator of whether mother reported having any alcoholic drinks during the last 3 months of pregnancy,PRAMS,NO,Percentage,91.4,,86.8,94.5,376,INTERMEDIATE PNC,Adequacy of Prenatal care,"(41.641040988001, -99.365720623)",CLA9,TOP2,QUO9,31,PNC3,BOC18,RES23
