Year,LocationAbbr,Class,Topic,Question,DataSource,Response,Data_Value_Type,Data_Value,Data_Value_Std_Err,Low_Confidence_Limit,High_Confidence_Limit,Sample_Size,Break_Out,Break_Out_Category,Geolocation,ClassId,TopicId,QuestionId,LocationId,BreakOutId,BreakOutCategoryid,ResponseId
2007,OH,Family Planning,Contraception - Conception,Reason for not using contraception at conception - thought she could not get pregnant at that time,PRAMS,YES (CHECKED),Percentage,20.6,,14.8,28,59,1 or more,Number of Previous Live Births,"(40.060210141, -82.404260056)",CLA4,TOP4,QUO165,39,PRV1,BOC20,RES41
2007,WI,Family Planning,Contraception - Conception,Indicator of contraceptive use at time of pregnancy among women with an unintended pregnancy,PRAMS,YES,Percentage,46.7,,37.8,55.9,70,Non-WIC,On WIC during Pregnancy,"(44.393191174, -89.816370742)",CLA4,TOP4,QUO3,55,WIC1,BOC10,RES40
2007,OR,Family Planning,Contraception - Conception,Reason for not using contraception at conception - had side effects from birth control,PRAMS,YES (CHECKED),Percentage,,,,,,UNKNOWN PNC,Adequacy of Prenatal care,"(44.567449424, -120.155031326)",CLA4,TOP4,QUO163,41,PNC4,BOC18,RES41
2007,ME,Family Planning,Contraception - Conception,(*PCH) Indicator of no birth control use at conception for those not trying to get pregnant,PRAMS,YES,Percentage,53,,47.8,58.2,256,"White, non-Hispanic",Maternal Race/Ethnicity,"(45.254228894001, -68.985031336)",CLA4,TOP4,QUO241,23,ETH4,BOC6,RES40
2007,AR,Family Planning,Contraception - Conception,Indicator of contraceptive use at time of pregnancy among women with an unintended pregnancy,PRAMS,NO,Percentage,46.6,,39.9,53.4,174,MARRIED,Marital Status,"(34.748650124, -92.274490743)",CLA4,TOP4,QUO3,5,MA1,BOC3,RES23
2007,ME,Family Planning,Contraception - Conception,Reason for not using contraception at conception- husband or partner did not want to,PRAMS,NO (UNCHECKED),Percentage,90.4,,84.2,94.3,156,20-29 yrs,Maternal Age (3 Levels),"(45.254228894001, -68.985031336)",CLA4,TOP4,QUO160,23,AYR2,BOC19,RES24
2007,WI,Family Planning,Contraception - Conception,Reason for not using contraception at conception- didn't mind getting pregnant,PRAMS,YES (CHECKED),Percentage,29.2,,20.8,39.4,26,"Black, non-Hispanic",Maternal Race/Ethnicity,"(44.393191174, -89.816370742)",CLA4,TOP4,QUO161,55,ETH1,BOC6,RES41
2007,OH,Family Planning,Contraception - Conception,(*PCH) Indicator of no birth control use at conception for those not trying to get pregnant,PRAMS,YES,Percentage,55.7,,50.2,61,349,Non-Smoker,Smoked last 3 months of Pregnancy,"(40.060210141, -82.404260056)",CLA4,TOP4,QUO241,39,SMK1,BOC13,RES40
2007,ME,Family Planning,Contraception - Conception,Reason for not using contraception at conception - thought she or partner was sterile,PRAMS,YES (CHECKED),Percentage,11.1,,6.4,18.6,16,WIC,On WIC during Pregnancy,"(45.254228894001, -68.985031336)",CLA4,TOP4,QUO164,23,WIC2,BOC10,RES41
2007,ME,Family Planning,Contraception - Conception,Indicator of contraception use at the time of pregnancy (for those not trying to get pregnant),PRAMS,NO,Percentage,54.3,,45.5,62.8,87,Non-Medicaid,Medicaid Recipient,"(45.254228894001, -68.985031336)",CLA4,TOP4,QUO89,23,MED2,BOC9,RES23
2007,WI,Family Planning,Contraception - Conception,Reason for not using contraception at conception - some other reason,PRAMS,NO (UNCHECKED),Percentage,,,,,,LBW (<=2500g),Birth Weight,"(44.393191174, -89.816370742)",CLA4,TOP4,QUO162,55,BWT1,BOC1,RES24
2007,ME,Family Planning,Contraception - Conception,Reason for not using contraception at conception - had side effects from birth control,PRAMS,YES (CHECKED),Percentage,11.6,,6.6,19.8,17,Age 18 - 24,Maternal Age - 18 to 44 years in groupings,"(45.254228894001, -68.985031336)",CLA4,TOP4,QUO163,23,AGE2,BOC17,RES41
2007,AR,Family Planning,Contraception - Conception,Indicator of contraception use at the time of pregnancy (for those not trying to get pregnant),PRAMS,YES,Percentage,45.9,,40.7,51.2,280,1 or more,Number of Previous Live Births,"(34.748650124, -92.274490743)",CLA4,TOP4,QUO89,5,PRV1,BOC20,RES40
2007,HI,Family Planning,Contraception - Conception,(*PCH) Indicator of no birth control use at conception,PRAMS,YES,Percentage,74.4,,69.7,78.6,283,"$25,000 to $49,999",Income (years 2004 and beyond),"(21.304850435, -157.857749403)",CLA4,TOP4,QUO242,15,INC37,BOC14,RES40
2007,WI,Family Planning,Contraception - Conception,Reason for not using contraception at conception - had side effects from birth control,PRAMS,NO (UNCHECKED),Percentage,85,,74.9,91.5,95,20-24 yrs,Maternal Age (4 Levels),"(44.393191174, -89.816370742)",CLA4,TOP4,QUO163,55,AYR4,BOC4,RES24
2007,AR,Family Planning,Contraception - Conception,Indicator of contraception use at the time of pregnancy (for those not trying to get pregnant),PRAMS,NO,Percentage,58.6,,48,68.5,92,Age 30 - 44,Maternal Age - 18 to 44 years in groupings,"(34.748650124, -92.274490743)",CLA4,TOP4,QUO89,5,AGE4,BOC17,RES23
2007,WV,Family Planning,Contraception - Conception,Reason for not using contraception at conception- didn't mind getting pregnant,PRAMS,YES (CHECKED),Percentage,30.4,,24.7,36.7,160,Medicaid,Medicaid Recipient,"(38.665510202, -80.712640135)",CLA4,TOP4,QUO161,54,MED1,BOC9,RES41
2007,OH,Family Planning,Contraception - Conception,Indicator of contraception use at the time of pregnancy (for those not trying to get pregnant),PRAMS,NO,Percentage,55,,47.3,62.4,160,MARRIED,Marital Status,"(40.060210141, -82.404260056)",CLA4,TOP4,QUO89,39,MA1,BOC3,RES23
2007,AR,Family Planning,Contraception - Conception,Reason for not using contraception at conception - some other reason,PRAMS,YES (CHECKED),Percentage,8.8,,3.9,18.5,13,Age 30 - 44,Maternal Age - 18 to 44 years in groupings,"(34.748650124, -92.274490743)",CLA4,TOP4,QUO162,5,AGE4,BOC17,RES41
2007,OR,Family Planning,Contraception - Conception,Reason for not using contraception at conception- problems getting birth control,PRAMS,,Percentage,1408,,,,,,Smoked 3 months before Pregnancy,"(44.567449424, -120.155031326)",CLA4,TOP4,QUO159,41,BOC12,BOC12,
2007,OR,Family Planning,Contraception - Conception,Reason for not using contraception at conception- didn't mind getting pregnant,PRAMS,NO (UNCHECKED),Percentage,,,,,,Age 45+,Maternal Age - 18 to 44 years in groupings,"(44.567449424, -120.155031326)",CLA4,TOP4,QUO161,41,AGE5,BOC17,RES24
2007,AR,Family Planning,Contraception - Conception,Indicator of contraception use at the time of pregnancy (for those not trying to get pregnant),PRAMS,,Percentage,790,,,,,,Maternal Age (3 Levels),"(34.748650124, -92.274490743)",CLA4,TOP4,QUO89,5,BOC19,BOC19,
2007,NE,Family Planning,Contraception - Conception,(*PCH) Indicator of no birth control use at conception for those not trying to get pregnant,PRAMS,NO,Percentage,53.5,,46.6,60.3,101,Hispanic,Maternal Race/Ethnicity,"(41.641040988001, -99.365720623)",CLA4,TOP4,QUO241,31,ETH2,BOC6,RES23
2007,AR,Family Planning,Contraception - Conception,Reason for not using contraception at conception - thought she could not get pregnant at that time,PRAMS,YES (CHECKED),Percentage,32.6,,23.4,43.5,67,"Black, non-Hispanic",Maternal Race/Ethnicity,"(34.748650124, -92.274490743)",CLA4,TOP4,QUO165,5,ETH1,BOC6,RES41
2007,OR,Family Planning,Contraception - Conception,(*PCH) Indicator of no birth control use at conception for those not trying to get pregnant,PRAMS,NO,Percentage,53.6,,44.6,62.3,153,Non-WIC,On WIC during Pregnancy,"(44.567449424, -120.155031326)",CLA4,TOP4,QUO241,41,WIC1,BOC10,RES23
2007,ME,Family Planning,Contraception - Conception,Reason for not using contraception at conception - thought she or partner was sterile,PRAMS,NO (UNCHECKED),Percentage,88.6,,81.5,93.2,147,OTHER,Marital Status,"(45.254228894001, -68.985031336)",CLA4,TOP4,QUO164,23,MA2,BOC3,RES24
2007,OR,Family Planning,Contraception - Conception,Reason for not using contraception at conception- husband or partner did not want to,PRAMS,YES (CHECKED),Percentage,8.7,,4.4,16.6,20,"White, non-Hispanic",Maternal Race/Ethnicity,"(44.567449424, -120.155031326)",CLA4,TOP4,QUO160,41,ETH4,BOC6,RES41
2007,NY,Family Planning,Contraception - Conception,(*PCH) Indicator of no birth control use at conception,PRAMS,YES,Percentage,73.4,,63.4,81.6,112,Smoker,Smoked last 3 months of Pregnancy,"(42.827001032, -75.543970427)",CLA4,TOP4,QUO242,36,SMK2,BOC13,RES40
2007,NY,Family Planning,Contraception - Conception,Indicator of contraceptive use at time of pregnancy among women with an unintended pregnancy,PRAMS,NO,Percentage,54.9,,43.1,66.2,59,Age 25 - 29,Maternal Age - 18 to 44 years in groupings,"(42.827001032, -75.543970427)",CLA4,TOP4,QUO3,36,AGE3,BOC17,RES23
2007,OR,Family Planning,Contraception - Conception,Reason for not using contraception at conception - had side effects from birth control,PRAMS,YES (CHECKED),Percentage,14.6,,5.5,33.4,10,"$25,000 to $49,999",Income (years 2004 and beyond),"(44.567449424, -120.155031326)",CLA4,TOP4,QUO163,41,INC37,BOC14,RES41
2007,WV,Family Planning,Contraception - Conception,(*PCH) Indicator of no birth control use at conception for those not trying to get pregnant,PRAMS,YES,Percentage,55.1,,50.2,59.9,330,NBW (>2500g),Birth Weight,"(38.665510202, -80.712640135)",CLA4,TOP4,QUO241,54,BWT2,BOC1,RES40
2007,MO,Family Planning,Contraception - Conception,Reason for not using contraception at conception - some other reason,PRAMS,YES (CHECKED),Percentage,21.8,,15.8,29.2,46,MARRIED,Marital Status,"(38.635790776, -92.566300053)",CLA4,TOP4,QUO162,29,MA1,BOC3,RES41
2007,WV,Family Planning,Contraception - Conception,Indicator of contraception use at the time of pregnancy (for those not trying to get pregnant),PRAMS,NO,Percentage,56.7,,48.6,64.4,193,< 12 yrs,Maternal Education,"(38.665510202, -80.712640135)",CLA4,TOP4,QUO89,54,12YR1,BOC5,RES23
2007,WI,Family Planning,Contraception - Conception,Reason for not using contraception at conception - thought she or partner was sterile,PRAMS,NO (UNCHECKED),Percentage,92.8,,84.8,96.7,87,Intended,Pregnancy Intendedness,"(44.393191174, -89.816370742)",CLA4,TOP4,QUO164,55,IND1,BOC11,RES24
2007,WV,Family Planning,Contraception - Conception,(*PCH) Indicator of no birth control use at conception,PRAMS,NO,Percentage,21.6,,16.2,28.1,73,30+ yrs,Maternal Age (3 Levels),"(38.665510202, -80.712640135)",CLA4,TOP4,QUO242,54,AYR3,BOC19,RES23
2007,OR,Family Planning,Contraception - Conception,Reason for not using contraception at conception- problems getting birth control,PRAMS,NO (UNCHECKED),Percentage,99.4,,98,99.9,91,"$25,000 to $49,999",Income (years 2004 and beyond),"(44.567449424, -120.155031326)",CLA4,TOP4,QUO159,41,INC37,BOC14,RES24
2007,OH,Family Planning,Contraception - Conception,Indicator of contraceptive use at time of pregnancy among women with an unintended pregnancy,PRAMS,,Percentage,815,,,,,,Number of Previous Live Births,"(40.060210141, -82.404260056)",CLA4,TOP4,QUO3,39,BOC20,BOC20,
2007,WV,Family Planning,Contraception - Conception,Reason for not using contraception at conception - had side effects from birth control,PRAMS,NO (UNCHECKED),Percentage,,,,,,Hispanic,Maternal Race/Ethnicity,"(38.665510202, -80.712640135)",CLA4,TOP4,QUO163,54,ETH2,BOC6,RES24
2007,NE,Family Planning,Contraception - Conception,Indicator of contraception use at the time of pregnancy (for those not trying to get pregnant),PRAMS,NO,Percentage,57.6,,53.3,61.8,451,Age 18 - 44,Maternal Age - 18 to 44 years only,"(41.641040988001, -99.365720623)",CLA4,TOP4,QUO89,31,AGE1844ALL,BOC16,RES23
2007,ME,Family Planning,Contraception - Conception,Indicator of contraception use at the time of pregnancy (for those not trying to get pregnant),PRAMS,YES,Percentage,49.5,,39.9,59.1,68,30+ yrs,Maternal Age (3 Levels),"(45.254228894001, -68.985031336)",CLA4,TOP4,QUO89,23,AYR3,BOC19,RES40
2007,AR,Family Planning,Contraception - Conception,Reason for not using contraception at conception- didn't mind getting pregnant,PRAMS,NO (UNCHECKED),Percentage,73,,66.6,78.7,287,OTHER,Marital Status,"(34.748650124, -92.274490743)",CLA4,TOP4,QUO161,5,MA2,BOC3,RES24
2007,WV,Family Planning,Contraception - Conception,(*PCH) Indicator of no birth control use at conception,PRAMS,YES,Percentage,52.5,,47.5,57.5,438,Unintended,Pregnancy Intendedness,"(38.665510202, -80.712640135)",CLA4,TOP4,QUO242,54,IND2,BOC11,RES40
2007,WV,Family Planning,Contraception - Conception,Reason for not using contraception at conception- didn't mind getting pregnant,PRAMS,YES (CHECKED),Percentage,30.5,,23.7,38.3,118,0,Number of Previous Live Births,"(38.665510202, -80.712640135)",CLA4,TOP4,QUO161,54,PRV0,BOC20,RES41
2007,NY,Family Planning,Contraception - Conception,Reason for not using contraception at conception - some other reason,PRAMS,YES (CHECKED),Percentage,8.2,,3.7,17,10,Intended,Pregnancy Intendedness,"(42.827001032, -75.543970427)",CLA4,TOP4,QUO162,36,IND1,BOC11,RES41
2007,NY,Family Planning,Contraception - Conception,Reason for not using contraception at conception- didn't mind getting pregnant,PRAMS,YES (CHECKED),Percentage,44.3,,24.7,65.8,19,"Black, non-Hispanic",Maternal Race/Ethnicity,"(42.827001032, -75.543970427)",CLA4,TOP4,QUO161,36,ETH1,BOC6,RES41
2007,NY,Family Planning,Contraception - Conception,Reason for not using contraception at conception - some other reason,PRAMS,YES (CHECKED),Percentage,11.7,,7.2,18.3,15,LBW (<=2500g),Birth Weight,"(42.827001032, -75.543970427)",CLA4,TOP4,QUO162,36,BWT1,BOC1,RES41
2007,OR,Family Planning,Contraception - Conception,Indicator of contraceptive use at time of pregnancy among women with an unintended pregnancy,PRAMS,YES,Percentage,60,,51.4,68.1,170,MARRIED,Marital Status,"(44.567449424, -120.155031326)",CLA4,TOP4,QUO3,41,MA1,BOC3,RES40
2007,ME,Family Planning,Contraception - Conception,Indicator of contraceptive use at time of pregnancy among women with an unintended pregnancy,PRAMS,YES,Percentage,54.5,,47.4,61.3,144,Medicaid,Medicaid Recipient,"(45.254228894001, -68.985031336)",CLA4,TOP4,QUO3,23,MED1,BOC9,RES40
2007,HI,Family Planning,Contraception - Conception,(*PCH) Indicator of no birth control use at conception for those not trying to get pregnant,PRAMS,NO,Percentage,35.8,,30.1,42,87,INTERMEDIATE PNC,Adequacy of Prenatal care,"(21.304850435, -157.857749403)",CLA4,TOP4,QUO241,15,PNC3,BOC18,RES23
2007,HI,Family Planning,Contraception - Conception,Reason for not using contraception at conception- didn't mind getting pregnant,PRAMS,NO (UNCHECKED),Percentage,58,,47.2,68,45,Hispanic,Mother Hispanic,"(21.304850435, -157.857749403)",CLA4,TOP4,QUO161,15,HIS1,BOC8,RES24
2007,AR,Family Planning,Contraception - Conception,Reason for not using contraception at conception - some other reason,PRAMS,YES (CHECKED),Percentage,,,,,,UNKNOWN PNC,Adequacy of Prenatal care,"(34.748650124, -92.274490743)",CLA4,TOP4,QUO162,5,PNC4,BOC18,RES41
2007,OH,Family Planning,Contraception - Conception,Indicator of contraception use at the time of pregnancy (for those not trying to get pregnant),PRAMS,NO,Percentage,55.6,,41.2,69.1,54,INADEQUATE PNC,Adequacy of Prenatal care,"(40.060210141, -82.404260056)",CLA4,TOP4,QUO89,39,PNC2,BOC18,RES23
2007,NY,Family Planning,Contraception - Conception,Reason for not using contraception at conception- problems getting birth control,PRAMS,YES (CHECKED),Percentage,0.2,,0,1.6,1,"$50,000 or more",Income (years 2004 and beyond),"(42.827001032, -75.543970427)",CLA4,TOP4,QUO159,36,INC38,BOC14,RES41
2007,WI,Family Planning,Contraception - Conception,Reason for not using contraception at conception - thought she or partner was sterile,PRAMS,NO (UNCHECKED),Percentage,91.7,,84.2,95.8,127,Non-Medicaid,Medicaid Recipient,"(44.393191174, -89.816370742)",CLA4,TOP4,QUO164,55,MED2,BOC9,RES24
2007,OH,Family Planning,Contraception - Conception,Reason for not using contraception at conception - thought she could not get pregnant at that time,PRAMS,YES (CHECKED),Percentage,24.7,,16.1,36,41,INTERMEDIATE PNC,Adequacy of Prenatal care,"(40.060210141, -82.404260056)",CLA4,TOP4,QUO165,39,PNC3,BOC18,RES41
2007,NE,Family Planning,Contraception - Conception,Indicator of contraceptive use at time of pregnancy among women with an unintended pregnancy,PRAMS,NO,Percentage,53.7,,46.3,60.9,154,Age 18 - 24,Maternal Age - 18 to 44 years in groupings,"(41.641040988001, -99.365720623)",CLA4,TOP4,QUO3,31,AGE2,BOC17,RES23
2007,ME,Family Planning,Contraception - Conception,(*PCH) Indicator of no birth control use at conception,PRAMS,YES,Percentage,78.1,,75.1,80.9,829,"White, non-Hispanic",Maternal Race/Ethnicity,"(45.254228894001, -68.985031336)",CLA4,TOP4,QUO242,23,ETH4,BOC6,RES40
2007,ME,Family Planning,Contraception - Conception,Reason for not using contraception at conception- problems getting birth control,PRAMS,NO (UNCHECKED),Percentage,94,,87.6,97.2,150,1 or more,Number of Previous Live Births,"(45.254228894001, -68.985031336)",CLA4,TOP4,QUO159,23,PRV1,BOC20,RES24
2007,WI,Family Planning,Contraception - Conception,(*PCH) Indicator of no birth control use at conception,PRAMS,YES,Percentage,86,,81.4,89.7,292,30+ yrs,Maternal Age (3 Levels),"(44.393191174, -89.816370742)",CLA4,TOP4,QUO242,55,AYR3,BOC19,RES40
2007,NY,Family Planning,Contraception - Conception,Reason for not using contraception at conception - thought she could not get pregnant at that time,PRAMS,NO (UNCHECKED),Percentage,,,,,,INADEQUATE PNC,Adequacy of Prenatal care,"(42.827001032, -75.543970427)",CLA4,TOP4,QUO165,36,PNC2,BOC18,RES24
2007,WI,Family Planning,Contraception - Conception,Reason for not using contraception at conception- problems getting birth control,PRAMS,,Percentage,706,,,,,,Birth Weight,"(44.393191174, -89.816370742)",CLA4,TOP4,QUO159,55,BOC1,BOC1,
2007,NE,Family Planning,Contraception - Conception,Reason for not using contraception at conception - thought she could not get pregnant at that time,PRAMS,,Percentage,1101,,,,,,Maternal Race/Ethnicity,"(41.641040988001, -99.365720623)",CLA4,TOP4,QUO165,31,BOC6,BOC6,
2007,MO,Family Planning,Contraception - Conception,Reason for not using contraception at conception- husband or partner did not want to,PRAMS,YES (CHECKED),Percentage,15.7,,9.8,24.1,23,>12 yrs,Maternal Education,"(38.635790776, -92.566300053)",CLA4,TOP4,QUO160,29,12YR2,BOC5,RES41
2007,NY,Family Planning,Contraception - Conception,Reason for not using contraception at conception - thought she could not get pregnant at that time,PRAMS,,Percentage,808,,,,,,Birth Weight,"(42.827001032, -75.543970427)",CLA4,TOP4,QUO165,36,BOC1,BOC1,
2007,NY,Family Planning,Contraception - Conception,Reason for not using contraception at conception- problems getting birth control,PRAMS,,Percentage,808,,,,,,Birth Weight,"(42.827001032, -75.543970427)",CLA4,TOP4,QUO159,36,BOC1,BOC1,
2007,OR,Family Planning,Contraception - Conception,Reason for not using contraception at conception - thought she could not get pregnant at that time,PRAMS,,Percentage,1409,,,,,,Smoked last 3 months of Pregnancy,"(44.567449424, -120.155031326)",CLA4,TOP4,QUO165,41,BOC13,BOC13,
2007,ME,Family Planning,Contraception - Conception,Reason for not using contraception at conception- husband or partner did not want to,PRAMS,YES (CHECKED),Percentage,,,,,,Hispanic,Maternal Race/Ethnicity,"(45.254228894001, -68.985031336)",CLA4,TOP4,QUO160,23,ETH2,BOC6,RES41
2007,OH,Family Planning,Contraception - Conception,(*PCH) Indicator of no birth control use at conception,PRAMS,NO,Percentage,27.3,,21.1,34.6,74,"$25,000 to $49,999",Income (years 2004 and beyond),"(40.060210141, -82.404260056)",CLA4,TOP4,QUO242,39,INC37,BOC14,RES23
2007,NE,Family Planning,Contraception - Conception,Reason for not using contraception at conception- problems getting birth control,PRAMS,NO (UNCHECKED),Percentage,96.9,,92.2,98.8,169,Intended,Pregnancy Intendedness,"(41.641040988001, -99.365720623)",CLA4,TOP4,QUO159,31,IND1,BOC11,RES24
2007,WI,Family Planning,Contraception - Conception,Reason for not using contraception at conception - thought she or partner was sterile,PRAMS,,Percentage,715,,,,,,Smoked last 3 months of Pregnancy,"(44.393191174, -89.816370742)",CLA4,TOP4,QUO164,55,BOC13,BOC13,
2007,AR,Family Planning,Contraception - Conception,Reason for not using contraception at conception- didn't mind getting pregnant,PRAMS,YES (CHECKED),Percentage,48.9,,41.2,56.6,125,MARRIED,Marital Status,"(34.748650124, -92.274490743)",CLA4,TOP4,QUO161,5,MA1,BOC3,RES41
2007,ME,Family Planning,Contraception - Conception,Reason for not using contraception at conception- husband or partner did not want to,PRAMS,NO (UNCHECKED),Percentage,,,,,,"Black, non-Hispanic",Maternal Race/Ethnicity,"(45.254228894001, -68.985031336)",CLA4,TOP4,QUO160,23,ETH1,BOC6,RES24
2007,WV,Family Planning,Contraception - Conception,Reason for not using contraception at conception - thought she could not get pregnant at that time,PRAMS,YES (CHECKED),Percentage,13.6,,7.7,22.9,23,Non-Medicaid,Medicaid Recipient,"(38.665510202, -80.712640135)",CLA4,TOP4,QUO165,54,MED2,BOC9,RES41
2007,MO,Family Planning,Contraception - Conception,Indicator of contraceptive use at time of pregnancy among women with an unintended pregnancy,PRAMS,NO,Percentage,,,,,,INADEQUATE PNC,Adequacy of Prenatal care,"(38.635790776, -92.566300053)",CLA4,TOP4,QUO3,29,PNC2,BOC18,RES23
2007,WI,Family Planning,Contraception - Conception,Reason for not using contraception at conception - thought she or partner was sterile,PRAMS,YES (CHECKED),Percentage,7.3,,3.8,13.3,9,"White, non-Hispanic",Maternal Race/Ethnicity,"(44.393191174, -89.816370742)",CLA4,TOP4,QUO164,55,ETH4,BOC6,RES41
2007,HI,Family Planning,Contraception - Conception,Indicator of contraception use at the time of pregnancy (for those not trying to get pregnant),PRAMS,NO,Percentage,61.1,,56.2,65.8,232,Medicaid,Medicaid Recipient,"(21.304850435, -157.857749403)",CLA4,TOP4,QUO89,15,MED1,BOC9,RES23
2007,OR,Family Planning,Contraception - Conception,Indicator of contraception use at the time of pregnancy (for those not trying to get pregnant),PRAMS,YES,Percentage,51.4,,44.7,58.1,309,Non-Hispanic,Mother Hispanic,"(44.567449424, -120.155031326)",CLA4,TOP4,QUO89,41,HIS2,BOC8,RES40
2007,AR,Family Planning,Contraception - Conception,(*PCH) Indicator of no birth control use at conception for those not trying to get pregnant,PRAMS,YES,Percentage,56.2,,52.2,60.2,620,None,None,"(34.748650124, -92.274490743)",CLA4,TOP4,QUO241,5,BOC99,BOC99,RES40
2007,MO,Family Planning,Contraception - Conception,(*PCH) Indicator of no birth control use at conception for those not trying to get pregnant,PRAMS,YES,Percentage,52.6,,47.3,57.8,277,Non-Smoker,Smoked last 3 months of Pregnancy,"(38.635790776, -92.566300053)",CLA4,TOP4,QUO241,29,SMK1,BOC13,RES40
2007,OR,Family Planning,Contraception - Conception,Reason for not using contraception at conception - thought she could not get pregnant at that time,PRAMS,YES (CHECKED),Percentage,30.9,,21.1,42.8,59,Age 18 - 24,Maternal Age - 18 to 44 years in groupings,"(44.567449424, -120.155031326)",CLA4,TOP4,QUO165,41,AGE2,BOC17,RES41
2007,NY,Family Planning,Contraception - Conception,Reason for not using contraception at conception - had side effects from birth control,PRAMS,YES (CHECKED),Percentage,6.9,,4,11.6,20,Non-Hispanic,Mother Hispanic,"(42.827001032, -75.543970427)",CLA4,TOP4,QUO163,36,HIS2,BOC8,RES41
2007,AR,Family Planning,Contraception - Conception,Reason for not using contraception at conception - some other reason,PRAMS,YES (CHECKED),Percentage,11.9,,4.7,27,9,INADEQUATE PNC,Adequacy of Prenatal care,"(34.748650124, -92.274490743)",CLA4,TOP4,QUO162,5,PNC2,BOC18,RES41
2007,OH,Family Planning,Contraception - Conception,Reason for not using contraception at conception - thought she or partner was sterile,PRAMS,NO (UNCHECKED),Percentage,90.4,,85.2,94,327,Unintended,Pregnancy Intendedness,"(40.060210141, -82.404260056)",CLA4,TOP4,QUO164,39,IND2,BOC11,RES24
2007,OR,Family Planning,Contraception - Conception,Indicator of contraception use at the time of pregnancy (for those not trying to get pregnant),PRAMS,NO,Percentage,48.6,,41.9,55.3,376,Non-Hispanic,Mother Hispanic,"(44.567449424, -120.155031326)",CLA4,TOP4,QUO89,41,HIS2,BOC8,RES23
2007,NY,Family Planning,Contraception - Conception,Reason for not using contraception at conception- husband or partner did not want to,PRAMS,NO (UNCHECKED),Percentage,87,,79.2,92.2,132,MARRIED,Marital Status,"(42.827001032, -75.543970427)",CLA4,TOP4,QUO160,36,MA1,BOC3,RES24
2007,MO,Family Planning,Contraception - Conception,Reason for not using contraception at conception - had side effects from birth control,PRAMS,NO (UNCHECKED),Percentage,,,,,,Age < 18,Maternal Age - 18 to 44 years in groupings,"(38.635790776, -92.566300053)",CLA4,TOP4,QUO163,29,AGE1,BOC17,RES24
2007,NE,Family Planning,Contraception - Conception,Indicator of contraceptive use at time of pregnancy among women with an unintended pregnancy,PRAMS,YES,Percentage,46.5,,37.7,55.5,95,INTERMEDIATE PNC,Adequacy of Prenatal care,"(41.641040988001, -99.365720623)",CLA4,TOP4,QUO3,31,PNC3,BOC18,RES40
2007,WV,Family Planning,Contraception - Conception,(*PCH) Indicator of no birth control use at conception,PRAMS,YES,Percentage,86.6,,80.4,91,245,"$50,000 or more",Income (years 2004 and beyond),"(38.665510202, -80.712640135)",CLA4,TOP4,QUO242,54,INC38,BOC14,RES40
2007,HI,Family Planning,Contraception - Conception,(*PCH) Indicator of no birth control use at conception for those not trying to get pregnant,PRAMS,YES,Percentage,58.9,,53.6,64,193,0,Number of Previous Live Births,"(21.304850435, -157.857749403)",CLA4,TOP4,QUO241,15,PRV0,BOC20,RES40
2007,AR,Family Planning,Contraception - Conception,Reason for not using contraception at conception- husband or partner did not want to,PRAMS,YES (CHECKED),Percentage,9.3,,4.5,18.3,14,Age 30 - 44,Maternal Age - 18 to 44 years in groupings,"(34.748650124, -92.274490743)",CLA4,TOP4,QUO160,5,AGE4,BOC17,RES41
2007,OH,Family Planning,Contraception - Conception,(*PCH) Indicator of no birth control use at conception,PRAMS,NO,Percentage,26.9,,12.6,48.4,11,Other non-Hispanic,Maternal Race/Ethnicity,"(40.060210141, -82.404260056)",CLA4,TOP4,QUO242,39,ETH3,BOC6,RES23
2007,WI,Family Planning,Contraception - Conception,(*PCH) Indicator of no birth control use at conception,PRAMS,NO,Percentage,17.6,,14.8,20.7,159,Non-Hispanic,Mother Hispanic,"(44.393191174, -89.816370742)",CLA4,TOP4,QUO242,55,HIS2,BOC8,RES23
2007,OH,Family Planning,Contraception - Conception,Reason for not using contraception at conception- didn't mind getting pregnant,PRAMS,,Percentage,968,,,,,,Maternal Age - 18 to 44 years in groupings,"(40.060210141, -82.404260056)",CLA4,TOP4,QUO161,39,BOC17,BOC17,
2007,ME,Family Planning,Contraception - Conception,Reason for not using contraception at conception- problems getting birth control,PRAMS,NO (UNCHECKED),Percentage,,,,,,INADEQUATE PNC,Adequacy of Prenatal care,"(45.254228894001, -68.985031336)",CLA4,TOP4,QUO159,23,PNC2,BOC18,RES24
2007,NY,Family Planning,Contraception - Conception,Indicator of contraceptive use at time of pregnancy among women with an unintended pregnancy,PRAMS,NO,Percentage,,,,,,Other non-Hispanic,Maternal Race/Ethnicity,"(42.827001032, -75.543970427)",CLA4,TOP4,QUO3,36,ETH3,BOC6,RES23
2007,HI,Family Planning,Contraception - Conception,Reason for not using contraception at conception- didn't mind getting pregnant,PRAMS,,Percentage,1202,,,,,,Income (years 2004 and beyond),"(21.304850435, -157.857749403)",CLA4,TOP4,QUO161,15,BOC14,BOC14,
2007,OH,Family Planning,Contraception - Conception,Reason for not using contraception at conception- didn't mind getting pregnant,PRAMS,NO (UNCHECKED),Percentage,,,,,,Hispanic,Mother Hispanic,"(40.060210141, -82.404260056)",CLA4,TOP4,QUO161,39,HIS1,BOC8,RES24
